rank	term	category	confidence	total_count	hate_count	non_hate_count	annotation_count	definition	reason
101	的通讯录	LGBTQ	0.95	7	7	0	4	在中文网络语境中，“通讯录”被用作对同性恋群体的贬义称呼，常与“怪物”、“性别焦虑问题”等负面词汇结合，构成仇恨言论。	数据集样本全部为仇恨标签，类别纯度为1.0，且网络证据显示该词是同性恋的贬义黑话，支持其作为仇恨用语。
103	江浙沪的	Region	0.9	7	7	0	5	该术语用于指代江浙沪地区人群，常出现在嘲讽、贬低或地域歧视的语境中，如将江浙沪地区人群描述为排外、歧视外地人，或使用负面刻板印象进行攻击。	数据集显示该词在7个样本中全部标注为仇恨，且类别主要为地域歧视；网络证据也表明其常用于歧视性语境。综合判断该词在仇恨言论中具有明确的地域攻击性。
104	贵州人	Region	0.95	7	7	0	6	指对贵州人群体的地域歧视性称呼，常与负面刻板印象（如贫穷、落后、不可信任）相关联，用于表达轻蔑、排斥或攻击。	数据集显示7个样本全部标注为仇恨，且类别纯度为Region；上下文示例明确表达歧视（如工厂不招贵州人、辱骂贵州人）；网络证据显示存在针对贵州人的地域歧视成语（如黔驴技穷）和污名化现象。
105	直佬	LGBTQ	0.9	8	8	0	10	用于贬低、侮辱或攻击异性恋男性（直男）的歧视性用语，常出现在LGBTQ相关仇恨言论中，暗示异性恋者低劣或应被纠正。	数据集全部8个样本均为仇恨标签，且全部属于LGBTQ类别；网络证据显示该词被用作侮辱性词汇，与数据集一致。
106	黑小子	Racism	0.95	7	7	0	9	用于贬低、歧视黑人群体的侮辱性称呼，常与负面刻板印象（如公害、骚扰异性）关联，或用于排斥黑人（如要求其回非洲）。	数据集所有7个样本均为仇恨言论，标注为种族歧视；网络证据显示该词用于贬低黑人，且'小子'成分具有幼稚化侮辱效果。
107	黑色	Racism	0.95	23	22	1	18	在仇恨言论中，“黑色”被用作对黑人群体的贬义称呼，常与侮辱性词汇结合，如“黑色瘟疫”、“黑色的某些家伙”，表达种族歧视和仇恨。	数据集显示该词在23个样本中有22个被标注为仇恨，主要类别为种族主义；网络证据表明“黑色”常被用于指代黑人并带有侮辱性。综合判断应纳入研究词典。
110	嫁给黑人	Racism	0.95	8	8	0	6	该短语用于贬低和污名化中国女性与黑人男性的婚姻，将黑人男性描绘为不可靠、多配偶、低劣的群体，并暗示嫁给黑人是错误的选择，构成种族歧视和性别歧视。	数据集和网络证据均显示该短语几乎全部用于表达对嫁给黑人的中国女性的贬低和种族歧视，常与负面刻板印象关联，具有明确的仇恨/攻击性含义。
113	占领	Racism	0.85	11	11	0	5	在仇恨言论中，'占领'被用来描述特定群体（如白左、女拳、黑皮、LGBTQ等）对某个空间或领域的控制，带有贬义和排斥色彩，暗示这些群体是入侵者或威胁。	数据集和网络证据均显示该词在样本中用于贬低和排斥特定群体，符合仇恨言论特征。
114	别留	Racism	0.95	10	10	0	10	在仇恨言论中，“别留”用于表达希望特定群体（如女性、黑人）离开中国或不要在中国留下后代，带有种族主义和性别歧视色彩。	该词在数据集和网络证据中均高度一致地用于仇恨语境，表达对特定群体的排斥和贬低，具有明确的种族主义和性别歧视含义。
115	生下	Sexism	0.9	10	10	0	8	在仇恨言论中，“生下”常与种族和性别歧视结合，用于贬低与特定种族（尤其是黑人）生育的女性及其后代，暗示其行为不道德或低劣。	数据集显示该词在10个样本中全部被标注为仇恨言论，主要涉及性别歧视和种族歧视，如“生下z种的人”、“生下外国孩子”等，用于攻击跨种族生育的女性及其子女。网络证据虽未直接定义该词为侮辱性，但样本上下文明确显示其用于歧视性语境。
116	普信男	Sexism	0.92	28	26	2	26	用于贬低普通但自信的男性，暗示其自不量力、令人反感，常带有性别歧视和侮辱性。	数据集显示26/28条为仇恨言论，主要归类为性别歧视；网络证据表明该词源自脱口秀，广泛用于贬低男性，具有侮辱性。
117	低能	hate	0.95	9	9	0	8	用于贬低他人智力低下，常与LGBTQ群体、女性等关联，具有侮辱性和歧视性。	所有标注样本均为仇恨言论，且网络证据显示该词被广泛视为歧视性用语，历史上用于污名化智力障碍者。
119	个基佬	LGBTQ	0.95	9	9	0	4	对男同性恋者的贬义蔑称，常与侮辱、贬低和刻板印象关联使用。	数据集所有样本均为仇恨言论，网络证据确认其为贬义蔑称，符合纳入标准。
120	黑娃	Racism	0.95	9	9	0	9	指黑人与中国人的混血儿童，带有贬低和排斥意味，用于表达对种族混合的厌恶和歧视。	所有样本均用于仇恨语境，指代黑人的后代，表达种族歧视和排斥，如'不想中国变法兰西斯坦'、'看着就恶心'等。
121	黑杂	Racism	0.95	8	8	0	8	对黑人的种族歧视性侮辱称呼，常与“黑鬼”等词连用，表达对黑人群体的贬低、仇恨和攻击。	该词在数据集8个样本中全部用于仇恨言论，明确针对黑人群体，带有强烈贬义和种族歧视色彩，如'强制给黑人黑杂做绝育'、'低等的黑杂种'等。网络证据虽未直接定义该词，但相关页面讨论了种族歧视用语，且样本上下文一致显示其为侮辱性词汇。
122	非处	Sexism	0.95	8	8	0	8	用于贬低、侮辱非处女，暗示其价值低于处女，常与道德败坏、肮脏等负面标签关联。	数据集8个样本全部标注为仇恨，且来源包括target和content；网络证据显示该词常用于侮辱性语境，如'非处不娶保平安'等。
123	个丑	Sexism	0.9	6	6	0	3	用于贬低他人外貌的侮辱性用语，常与性别、性取向、种族等歧视结合，攻击他人长相丑陋。	数据集显示该词全部用于仇恨语境，主要针对女性、同性恋者等群体进行外貌侮辱，且常与性别歧视、种族歧视等结合；网络证据也支持其侮辱性含义。
124	easy	Sexism	0.95	9	9	0	9	“easy”在中文网络语境中常与“girl”连用，构成“easy girl”，指代被认为在性方面随意、轻浮或崇洋媚外的中国女性，带有明显的性别歧视和种族歧视色彩，用于侮辱和贬低特定群体。	所有9条标注均为仇恨言论，且上下文明确指向“easy girl”这一歧视性短语，用于攻击中国女性。网络证据进一步证实该词在中文语境中常被用作侮辱性标签，结合性别和种族歧视。
125	黑种	Racism	0.95	8	8	0	9	指代黑人的种族歧视用语，常与贬低智商、外貌或基因的负面刻板印象关联，用于攻击或侮辱黑人群体。	数据集全部8个样本均为仇恨言论，类别为种族主义；网络证据显示该词常与侮辱性内容关联，如样本中'黑种人的智商'等表述。
126	恐怖	Sexism	0.9	10	10	0	7	在仇恨言论中，'恐怖'被用来贬低女性（如'普信女真恐怖'、'卸妆如同恐怖片'）和黑人（如'黑g还要考驾照...太恐怖了'），暗示这些群体令人恐惧、厌恶或低劣。	所有10个样本均标注为仇恨言论，且上下文明确针对女性和黑人群体进行贬低。网络证据虽未直接支持该词作为歧视用语，但样本证据充分。
127	个拳	Sexism	0.95	5	5	0	2	该词是“女拳”的变体，用于贬低和攻击被认为持有激进女权主义观点的女性，常带有侮辱性和性别歧视色彩。	所有样本均标注为仇恨，且全部属于性别歧视类别；网络证据显示该词作为侮辱性黑话使用，指代极端女权主义者并带有贬义。
128	绿帽	Sexism	0.95	9	9	0	7	用于侮辱男性，暗示其伴侣不忠，带有性别歧视和羞辱意味。	数据集和网络证据均显示该词在中文语境中普遍用于侮辱男性，带有性别歧视和羞辱意味，且常与种族歧视结合使用。
130	找个黑人	Racism	0.95	8	8	0	4	该短语用于表达对与黑人建立恋爱关系的排斥和歧视，常伴随种族主义、性别歧视和地域歧视，属于仇恨言论。	所有标注样本均为仇恨言论，且网络证据显示该短语在中文互联网中普遍用于表达对黑人的歧视和排斥。
131	不婚不育	Sexism	0.9	6	6	0	6	用于贬低和攻击选择不结婚、不生育的女性，常与“女权”关联，暗示这些女性没有价值、会被抛弃，属于性别歧视和仇恨言论。	数据集证据显示该词在6个样本中全部被标注为仇恨言论，且类别为性别歧视；网络证据表明该词被用于恶意挑动性别对立和负面情绪。综合判断应纳入研究词典。
132	媚黑	Racism	0.95	36	34	2	34	用于贬低和攻击与黑人交往或亲近的中国人，尤其是女性，暗示其讨好黑人、丧失尊严，带有种族歧视和性别歧视色彩。	数据集显示该词在34个标注样本中有32个被标记为仇恨，主要涉及种族歧视和性别歧视；网络证据表明该词常用于侮辱性言论，且被Hatebase收录为仇恨词汇。
133	黑人在一起	Racism	0.95	7	7	0	5	该短语用于贬低和歧视与黑人交往的女性，常与种族主义言论结合，暗示黑人是低劣的，属于种族歧视和性别歧视的仇恨言论。	该短语在数据集和网络证据中均被用于表达对与黑人交往的女性的贬低和种族歧视，常与性歧视结合，构成仇恨言论。所有样本均为仇恨标签，且无中性使用。
134	girl	Sexism	0.9	9	9	0	9	在中文网络语境中，“girl”常作为“easy girl”、“dead fish girl”等复合词的一部分，用于贬低和侮辱中国女性，暗示其性行为不检点或对西方男性过度崇拜，结合了性别歧视和种族歧视。	所有9个样本均被标注为仇恨言论，且主要涉及性别歧视和种族歧视。网络证据显示“girl”在特定组合中用于仇恨言论，但单独使用时并非必然具有侮辱性。综合判断，“girl”在仇恨言论中作为复合词的一部分出现，应纳入词典。
135	东北被黑	Region	0.95	10	10	0	0	该短语用于描述针对中国东北地区人群的负面刻板印象和歧视性言论，属于地域黑范畴。	数据集和网络证据均显示该短语在语境中明确用于表达对东北地区的歧视和负面刻板印象，且无其他非仇恨用法。
136	别回来	Racism	0.95	8	8	0	4	用于要求黑人或其他少数族裔离开中国并不再返回，表达排外和种族歧视。	数据集和网络证据均显示该短语几乎全部用于种族主义语境，针对黑人群体要求其离开中国，具有明确的排外和歧视含义。
137	基佬们	LGBTQ	0.95	7	7	0	5	对男同性恋群体的蔑称，常被用于侮辱、贬低或攻击性语境中。	数据集所有样本均为仇恨标签，且网络证据显示该词为对男同性恋的蔑称，常用于侮辱性语境。
139	婚前	Sexism	0.9	9	9	0	3	在仇恨言论中，'婚前'常被用来贬低非处女或对女性提出双重标准，如要求女性婚前必须是处女，同时男性无需遵守相同标准，将女性价值与性纯洁挂钩。	该词在数据集和网络证据中均频繁出现在性别歧视语境中，用于贬低非处女或对女性提出双重标准，符合仇恨言论特征。
