飞周兄弟 | 还不认亲？ | non_hate | non_hate [END]
东北 | 天天念叨一枪不放丢东北的 | Region | hate [END]
媚默女 | 防止有老实人在不知情的情况下接盘🐶 | Sexism | hate [END]
一般女的 | 嫉妒好看的 | Sexism | hate [END]
江西人 | 自吹自擂 | Region | hate [END]
你 | 太小看美颜了 | non_hate | non_hate [END]
代言人 | 直接逆着受众群体选 | non_hate | non_hate [END]
黑人 | 没有大量贩卖到法国葡萄牙 | Racism | hate [END]
黑人 | 不是中国的一部分 | non_hate | non_hate [END]
劣信幕刃 | 真下头 | Racism | hate [END]
亚裔 | 不会反抗，也不团结 | Racism | hate [END]
上海土著 | 反对歧视外地人 | non_hate | non_hate [END]
河南 | 有人黑我们 | Region | hate [END]
黑东北人 | 喜欢黑东北人 | Region | hate [END]
外国黑人 | 和中国女的结婚繁殖混血黑二代殖民中国 | Racism | hate [END]
河南 | 官方认证 | non_hate | non_hate [END]
黑人 | 除了特别优秀的黑人，如奥巴马之流，其余的都不行啊 | Racism | hate [END]
艾滋病 | 异性恋可是占主流 | non_hate | non_hate [END]
上海 | 笑而不语 | non_hate | non_hate [END]
同性恋 | 拉低我对同性恋的好感 | LGBTQ | hate [END]
黑人 | 犯罪率极高 | Racism | hate [END]
河童 | 别把河童的图片放上来 | non_hate | non_hate [END]
你 | 去撒哈拉以南待两年就不会说这种话了 | Region | hate [END]
我们这里 | 不管男的女的，如果不结婚就不能上族谱 | non_hate | non_hate [END]
田园女权 | 粪坑里找💩臭死了 | Sexism | hate [END]
你 | 愿意那是你的自由，我不接受那是我的自由 | non_hate | non_hate [END]
田园女拳 | 滥交的自由 | Sexism | hate [END]
女性 | 要求不婚检 | Sexism | hate [END]
你这样人的人 | 很讨厌 | non_hate | non_hate [END]
抖音 | 真的可以 | non_hate | non_hate [END]
缅甸老挝留学生 | 穿长裙的 | non_hate | non_hate [END]
娶媳妇没用的关键是大小 | 被绿当老实人接盘侠 | Sexism | hate [END]
同性恋 | 我可不想以后我孩子看那些 | LGBTQ | hate [END]
这主播 | fw | Sexism | hate [END]
None | 想找个 | non_hate | non_hate [END]
黑老美 | 把老美搞成非洲 | Racism | hate [END]
杭州人 | 那个跳 | Region | hate [END]
老一辈 | 排外表现明显 | non_hate | non_hate [END]
你 | 上蹿下跳 | non_hate | non_hate [END]
美国黑人 | 并不缺教育资源 | Racism | hate [END]
老一辈的人 | 很多排外的 | non_hate | non_hate [END]
雄性基因 | 排外 | Sexism | hate [SEP] 雌性基因 | 择优 | non_hate | non_hate [SEP] 黑人 | 排黑 | Racism | hate [END]
河南籍新疆人 | 和我一模一样 | non_hate | non_hate [END]
三民主义 | 就有民族主义 | non_hate | non_hate [END]
你们 | 遭人唾弃 | non_hate | non_hate [END]
老实人 | 最大的恶意 | non_hate | non_hate [END]
黑龙江人 | 唱衰东北的急先锋 | Region | hate [SEP] 黑龙江 | 把公安局设海南了 | Region | hate [END]
黑人 | 灭绝 | Racism | hate [END]
对方 | 来对线争论 | non_hate | non_hate [END]
这地方 | 在全国是出了名的 | non_hate | non_hate [END]
撑同弱智 | 弱智 | LGBTQ | hate [END]
她 | 大发雷霆 | Sexism | hate [SEP] 她 | 大惊小怪 | Sexism | hate [SEP] 她 | 发大雷霆 | Sexism | hate [SEP] 她 | 情绪不稳定 | Sexism | hate [END]
国女 | 愿意倒贴外国人🐶 | Sexism | hate [END]
广西人 | 别跟我们抢了 | Region | hate [END]
极端 | 一身艾滋+X病 | LGBTQ | hate [END]
每个男人 | 在高龄光棍前绝不会以为内卷的会是自己 | Sexism | hate [END]
阿娜 | 想给阿娜上坟捏 | non_hate | non_hate [END]
黑人 | 不要害人 | Racism | hate [END]
姆蛆 | 好不容易才找到的 | Racism | hate [END]
形式 | 开始严峻了 | non_hate | non_hate [END]
吸血虫 | 花钱去讨好一个依附你的吸血虫？ | Sexism | hate [END]
同性恋 | 感到恶心 | LGBTQ | hate [SEP] 同性恋 | 觉得歧视就歧视吧 | LGBTQ | hate [SEP] 同性恋 | 同性恋觉得我说他们恶心是没素质 | LGBTQ | hate [END]
提问者 | 尊重提问者说的话吧 | non_hate | non_hate [END]
女人 | 做一个无忧无虑的小女人找个男人依靠是一件多么幸福的事了 | Sexism | hate [SEP] 男人 | 做一个爱逃避责任的小男人那自然会比女人还轻松快乐 | Sexism | hate [END]
哥布林和各种超级病毒 | 拒绝 | Racism | hate [END]
男同 | 骗婚 | LGBTQ | hate [END]
广西人 | 飘过 | non_hate | non_hate [END]
人家 | 跪着安排豪华宿舍、美女学伴、高额奖金😅 | Sexism | hate [END]
女司机 | 肇事车主是女司机 | Sexism | hate [END]
非洲 | 贫乏 | Region | hate [END]
基佬 | 被碰一下直接发廊 | LGBTQ | hate [END]
地域黑 | 怎么也避免不了 | Region | hate [END]
河南小姐姐 | 人可好了~ | non_hate | non_hate [END]
蛆 | 畸形 | Racism | hate [END]
他 | 心理上的女性生理上的男性 | LGBTQ | hate [END]
国男 | 即使结婚了你还会被甩😄 | Sexism | hate [END]
搞地域歧视的 | 非蠢即坏 | Region | hate [END]
我 | 河北滴 | non_hate | non_hate [END]
东北人 | 所作所为 | Region | hate [END]
浙江 | 心寒被骂 | Region | hate [SEP] 上海 | 佛到自黑 | Region | hate [END]
基佬 | 被基佬删了 | LGBTQ | hate [END]
我们 | 孩子不会这样 | non_hate | non_hate [SEP] 这些 | 猩猩 | Racism | hate [END]
女人 | 钱好赚 | Sexism | hate [END]
黑人 | 对黑人无感 | Racism | hate [END]
女的 | 更加不敢招 | Sexism | hate [END]
男人 | 应该加强对男人的生命安全保护 | non_hate | non_hate [END]
美国内战 | 阴云 | non_hate | non_hate [END]
这个基佬 | 人面兽心 | LGBTQ | hate [END]
省的人 | 没有哪个省的人是应该被黑的 | non_hate | non_hate [END]
single | 有独当一面的能力 | non_hate | non_hate [END]
东北 | 以前原本就喜欢地域黑啊 | Region | hate [END]
这个吧 | 能挖出更深层次的答案 | non_hate | non_hate [END]
我们 | 汉奸 | Racism | hate [END]
那个屌逼 | 就是个** | Sexism | hate [END]
陕西人 | 看不起附近几个省份 | Region | hate [END]
女权吧 | 活了不到五分钟就被删帖了 | Sexism | hate [END]
你 | 快去自**吧 | Sexism | hate [END]
炼铜txl | 能不能④ | non_hate | non_hate [END]
幕刃 | 远离幕刃 | non_hate | non_hate [END]
王心凌 | 多好看 | non_hate | non_hate [END]
女性 | 接受高等教育比例超过男性 | non_hate | non_hate [END]
东北人 | 喷过扬州三屠和南京大屠杀是我们活该 | Region | hate [END]
你们 | 给你们随便找一个欣赏一下 | Sexism | hate [END]
他们 | 要求中国变成什么样？ | non_hate | non_hate [END]
你们 | 四波 | non_hate | non_hate [SEP] 俺们某北 | 与天下为敌 | non_hate | non_hate [END]
你们 | 地域黑输出主力军 | Region | hate [END]
女权主义者 | 永远不会忏悔 | Sexism | hate [END]
同姓恋 | 还是同性恋 | LGBTQ | hate [END]
男拳语录 | 黑大人发明的 | Racism | hate [END]
东北和四川 | 最恨日本 | Region | hate [END]
他 | 天天钓鱼 | Sexism | hate [END]
她们 | 社死了 | Sexism | hate [END]
抖友 | 真的还处 | non_hate | non_hate [END]
女性 | 在这个世界上除了繁衍能力之外，对文明的推动几乎没有一点贡献 | Sexism | hate [SEP] 女性 | 如果男性解决了困扰自身的繁衍能力后，女性会不会沦为交易的货物，或者奴隶呢？ | Sexism | hate [SEP] 女性 | 本来现在女性的社会地位的提高，就是男性对女性最大的宽容了 | Sexism | hate [SEP] 女性 | 如果女性仍旧对现在自身的地位不满，那女性的末日就会很快来到！ | Sexism | hate [END]
她 | 开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂 | Sexism | hate [END]
你 | 喃蛮编的故事挺好的 | non_hate | non_hate [END]
普通大学 | 也这样搞？ | non_hate | non_hate [END]
我 | 去读书的😓 | non_hate | non_hate [END]
上海 | 被地域黑最严重 | Region | hate [END]
上海市区人 | 歧视市区以外的人（包括上海郊区） | Region | hate [END]
农业大省 | 经济不太发达 | non_hate | non_hate [END]
弟弟 | 打弟弟要趁早 | non_hate | non_hate [END]
视频 | 好视频，有教育意义 | non_hate | non_hate [END]
黑龙江 | 男的不帅还太热衷艺考 | Region | hate [END]
骂你的那个东北人 | 谢谢 | Region | hate [END]
有些垃圾 | 真的恶心 | non_hate | non_hate [END]
真正聪明的男人 | 已经留下了种子还不用负责 | Sexism | hate [END]
跟黑人女性结婚的中国男性 | 在非洲了不行 | Sexism | hate [END]
黑人 | 喜欢黑人的很少 | Racism | hate [SEP] 女生 | 多多少少有点歧视黑人 | Sexism | hate [END]
中国 | 引进那么多，迟早都会出现这样的情况 | non_hate | non_hate [END]
牠们 | 算人吗 | non_hate | non_hate [END]
男友 | 如何查男友手机，如何判断男友是否是处 | Sexism | hate [END]
中央台 | 一直被北京人和东北人霸占着来黑南方人 | Region | hate [END]
非洲黑人 | 如果经历过璀璨的文明的话，不至于落到现在的境地 | Racism | hate [END]
这种脑残 | 大学孝长的坐上宾 | non_hate | non_hate [END]
南桐 | 吐了 | Region | hate [END]
热情好客 | 反客为主 | non_hate | non_hate [END]
反默老哥 | 转抖音了吗？ | non_hate | non_hate [END]
你爸 | 哪里得罪了你 | non_hate | non_hate [END]
南方 | 分为东南和西南 | non_hate | non_hate [END]
黑人 | 要求政治权力 | Racism | hate [END]
小红书 | 狗汉奸带的 | Racism | hate [END]
春晚 | 喜欢黑南方人娘娘腔 | Region, LGBTQ | hate [END]
吾 | 物种骑士 | non_hate | non_hate [END]
哥 | 直的狠😆 | non_hate | non_hate [END]
死肥猪 | 去死啊 | Racism | hate [END]
诈骗犯 | 给彩礼也不嫁 | Sexism | hate [END]
世界乞丐 | 不是吹的 | Racism | hate [END]
同性恋 | 过激了 | LGBTQ | hate [SEP] 异性恋 | 过激了 | LGBTQ | hate [END]
他 | 老私信追着我骂 | non_hate | non_hate [END]
男人 | 努力奋斗创造财富 | non_hate | non_hate [END]
我们 | 是文明人 | non_hate | non_hate [END]
这东西 | 牠不一定是亻 | non_hate | non_hate [END]
他们 | 都这么让着他们了还不愿意？ | non_hate | non_hate [END]
女性 | 提高家庭地位的方法：工资上缴 | Sexism | hate [END]
啥省份的 | 都有 | non_hate | non_hate [END]
黑人 | 不老实，脸皮厚 | Racism | hate [END]
安徽池州 | 从五线变四线 | non_hate | non_hate [END]
网上拳师 | 我吐了 | non_hate | non_hate [END]
男生 | 对男同首先是有生理反感 | Sexism | hate [SEP] 男生 | 对女同没有生理反感 | Sexism | hate [END]
河南 | 改成我们东北下面的河南 | Region | hate [END]
我 | 独家发明的整人招数 | non_hate | non_hate [END]
南非 | 白人政府造假 | Region | hate [END]
这次的俄乌战争 | 提供的案例真是太多了 | non_hate | non_hate [END]
女性 | 和幕刃是两种生物 | Sexism | hate [END]
人家 | 生意，要收钱的 | non_hate | non_hate [END]
极端女权 | 极端男拳 | Sexism | hate [END]
你 | 卖力气 | non_hate | non_hate [END]
国男 | 欢心 | Sexism | hate [END]
同性恋 | 都这么叼吗？ | LGBTQ | hate [END]
女权 | 变成女拳之前结婚率血崩了 | Sexism | hate [END]
人家 | 能到越南做生意 | non_hate | non_hate [END]
龟男 | 真的是可怕 | Sexism | hate [SEP] 龟男 | 好死 | Sexism | hate [END]
不要脸的女人 | 不要脸 | Sexism | hate [END]
隔壁摆摊收豆子里 | 没有出现过男性 | Sexism | hate [END]
我们 | 都是家暴男捏 | Sexism | hate [END]
美国 | 有种族歧视 | Racism | hate [SEP] 中国 | 有地域歧视 | Region | hate [END]
昭和时期的日本人 | 不得一刀刺过去 | Racism | hate [END]
国女 | 别去就是了 | Sexism | hate [END]
小孩 | 贫血 | non_hate | non_hate [END]
女人 | 最好的年代 | Sexism | hate [END]
假和尚 | 在河南才多🤣🤣🤣🤣 | Region | hate [END]
混血儿 | 过去不是叫杂种么 | Racism | hate [END]
这鸡汤 | 好喝 | non_hate | non_hate [END]
回民和东北人 | 被会黑 | Region | hate [END]
上海人 | 地域歧视严重吗 | Region | hate [END]
黑人 | 赶走黑人 | Racism | hate [END]
我自己 | 尽了自己的一份力 | non_hate | non_hate [END]
外国媳妇 | 日韩越的还能接受，至少同人种 | non_hate | non_hate [END]
女性 | 女性优势 | non_hate | non_hate [END]
这种nt发言 | 一度让我怀疑是友军反串 | Racism | hate [END]
你 | 有点自知之明行不行 | LGBTQ | hate [END]
这 | 比批判严重多了 | non_hate | non_hate [END]
如此双标的话 | 不是÷生真说不出口 | Sexism | hate [END]
丑男 | 一堆丑男 | Sexism | hate [END]
新疆切糕 | 把新疆人名声败坏了吧 | Region | hate [END]
我们同性恋 | 太正确了 | LGBTQ | hate [END]
沪黑 | 如此渺小了 | Region | hate [END]
黑同 | 棒垃圾当宝贝 | LGBTQ | hate [END]
米犬分子 | 一脚踢爆 | Racism | hate [END]
两个孩子 | 可能带不回来 | Racism | hate [END]
我 | 这辈子没这么无语过😓😓😓 | non_hate | non_hate [END]
女权 | 已经疯了 | Sexism | hate [END]
同性恋 | 恶心 | LGBTQ | hate [END]
我对象 | 沈阳的 | non_hate | non_hate [END]
[END]
中国人 | 最能带给女人享受 | Sexism | hate [END]
黑人 | 坏人一个 | Racism | hate [END]
你 | 倒是挺会装的 | non_hate | non_hate [END]
异性恋 | 敢组织love don't is love活动吗 | LGBTQ | hate [END]
这种龟男 | 必须抵制 | Sexism | hate [END]
甘肃人 | 一辈子洗三次澡 | Region | hate [END]
kuai | 增加kuai感的 | non_hate | non_hate [END]
它们 | 打到弹尽粮绝 | non_hate | non_hate [END]
这货 | 下海吧 | non_hate | non_hate [END]
黑河南、黑北方的 | 都是南满 | Region | hate [END]
这司机 | 长得还行啊 | non_hate | non_hate [END]
你们的主子 | “chinese women's pussy smells like dead fish” | Sexism | hate [END]
普信女 | 教课书一样 | Sexism | hate [END]
黑人 | 最好出中国永远别回来了 | Racism | hate [END]
吧里 | 没落了 | non_hate | non_hate [END]
我 | 怕性病艾滋病🤔 | non_hate | non_hate [END]
你 | 现在为什么住南昌呢？ | non_hate | non_hate [END]
他们 | 活该 | Racism | hate [END]
我 | 天生的改不了 | non_hate | non_hate [END]
你 | 那么自信 | non_hate | non_hate [END]
黑人 | 有良心吗？ | Racism | hate [END]
Gay | 还会挑？ | LGBTQ | hate [END]
咱 | 看不惯 | Racism | hate [END]
四川 | 经常被黑 | Region | hate [END]
她 | 没有微博，小红书，豆瓣 | Sexism | hate [END]
十二生肖 | 没黑人 | Racism | hate [END]
你们 | 被时代洪流眷顾了就好好感恩就行 | non_hate | non_hate [END]
舍得给女孩子花钱的 | 不一定爱 | non_hate | non_hate [SEP] 不舍得花钱的 | 肯定不爱 | non_hate | non_hate [END]
中国男人 | 保守 | Sexism | hate [SEP] 对于这种想和黑人在一起的女性 | 正常中国男人谁会去看 | Sexism | hate [END]
娘炮 | 娘炮 | Sexism | hate [END]
答主 | 不必为这个生气 | non_hate | non_hate [END]
炫耀找黑媳妇的 | 都基本上没见过什么世面 | Sexism | hate [END]
基佬 | 骗婚的 | LGBTQ | hate [END]
阿莱克丝塔萨 | 漂亮 | non_hate | non_hate [SEP] 浩克 | 漂亮 | non_hate | non_hate [SEP] 男同 | 属于后者 | non_hate | non_hate [END]
我 | 不管睡没睡过我都不会要，当普通朋友都不可能 | non_hate | non_hate [END]
竖切社会 | 很扯淡的一件事 | non_hate | non_hate [END]
这女的 | 绝对不无辜 | Sexism | hate [END]
女拳 | 是伞兵 | Sexism | hate [END]
txl和yxl | 双面人 | non_hate | non_hate [END]
学长 | 打拳 | non_hate | non_hate [END]
女⭕️师 | 泥鸽 | Sexism | hate [END]
垃圾小仙女 | 不配活着 | Sexism | hate [END]
女拳 | 没有逻辑的动物 | Sexism | hate [END]
抠脚大汉 | 搞反串 | Sexism | hate [END]
黑娃 | 没你什么事儿了 | Racism | hate [END]
你们异性恋 | 来同性恋吧发反对同性恋的东西 | LGBTQ | hate [END]
我 | 害怕😨两点 | non_hate | non_hate [END]
你 | 真不挑食呀 | Sexism | hate [END]
幕刃 | 求个中外哲学家评论幕刃的图 | non_hate | non_hate [END]
