飞周兄弟 | 还不认亲？ | Racism | hate [END]
夹你 | 钓鱼狂人 | Racism | hate [END]
你 | 管这叫日常 | non_hate | non_hate [END]
女生 | 会介意的吧 | non_hate | non_hate [END]
上海 | 唯一一个本地人在本地说本地话，要被说排外的城市 | Region | hate [END]
卫辉官媒 | 黑山东 | Region | hate [END]
浙江人 | 在全世界被歧视 | Region | hate [END]
生黑孩的女人 | ！！！ | Sexism, Racism | hate [END]
你 | 假黑 | Racism | hate [END]
东北 | 天天念叨一枪不放 | Region | hate [END]
媚默女 | 档案库 | Sexism, Racism | hate [END]
一般女的 | 嫉妒好看 | Sexism | hate [END]
江西人 | 自吹自擂 | Region | hate [END]
你 | 太小看美颜了 | non_hate | non_hate [END]
这个酒厂 | 估计没几年了 | non_hate | non_hate [END]
黑人 | 没有大量贩卖到法国葡萄牙 | non_hate | non_hate [END]
黑人 | 不是中国的一部分 | non_hate | non_hate [END]
幕刃 | 真下头 | Sexism | hate [END]
亚裔 | 不会反抗，也不团结 | Racism | hate [END]
上海土著 | 反对歧视外地人 | non_hate | non_hate [END]
河南 | 有人黑 | Region | hate [END]
东北人 | 一开口就能比较明显的听出来 | non_hate | non_hate [END]
外国黑人 | 通过和中国女的结婚繁殖混血黑二代殖民中国 | Racism | hate [END]
河南 | 官方认证 | non_hate | non_hate [END]
黑人 | 除了特别优秀的黑人，如奥巴马之流，其余的都不行啊 | Racism | hate [END]
艾滋病 | 传播异性恋可是占主流呢 | non_hate | non_hate [END]
上海 | 笑而不语 | non_hate | non_hate [END]
同性恋 | 拉低我对同性恋的好感 | LGBTQ | hate [END]
黑人 | 犯罪率极高 | Racism | hate [END]
河童 | 别把河童的图片放上来 | Racism | hate [END]
你 | 去撒哈拉以南待两年就不会说这种话了 | Region | hate [END]
我们这里 | 不管男的女的，如果不结婚就不能上族谱 | non_hate | non_hate [END]
田园女权 | 粪坑里找💩臭死了 | Sexism | hate [END]
你 | 喷神没有批判对错 | non_hate | non_hate [END]
田园女拳 | 滥交的自由 | Sexism | hate [END]
大部分女性 | 要求不婚检 | Sexism | hate [END]
你这样人的人 | 真的很讨厌 | non_hate | non_hate [END]
抖音 | 真的可以 | non_hate | non_hate [END]
缅甸老挝留学生 | 穿长裙 | non_hate | non_hate [END]
娶媳妇 | 没用 | Sexism | hate [END]
同性恋 | 以后我孩子看那些 | LGBTQ | hate [END]
这主播 | 也是个fw | non_hate | non_hate [END]
None | 想找个 | non_hate | non_hate [END]
黑老美 | 骂老美能把老美搞成非洲 | Racism | hate [END]
杭州人 | 那个跳 | Region | hate [END]
老一辈 | 排外表现明显 | Racism | hate [SEP] 年轻一辈 | 打心里瞧不起 | Racism | hate [END]
你 | 上蹿下跳 | non_hate | non_hate [END]
美国黑人 | 不缺教育资源 | non_hate | non_hate [END]
老一辈的人 | 真的很多排外的呀 | non_hate | non_hate [SEP] 年轻人 | 就好点了 | non_hate | non_hate [END]
雄性基因 | 排外 | Racism | hate [SEP] 黑人 | 排黑 | Racism | hate [END]
河南籍新疆人 | 和我一模一样 | non_hate | non_hate [END]
三民主义 | 民族主义 | non_hate | non_hate [END]
你们 | 遭人唾弃 | Others | hate [END]
第一次的男人 | 得到最大的好处拍拍屁股走了 | Sexism | hate [SEP] 女方 | lkd，艾疣梅事都可能上门 | Sexism, Others | hate [END]
黑龙江人 | 唱衰东北的急先锋 | Region | hate [SEP] 辽宁人 | 在跟南大人据理力争 | Region | hate [SEP] 黑龙江 | 转手就把公安局设海南了 | Region | hate [END]
黑人 | 灭绝 | Racism | hate [END]
对方 | 来对线争论的 | non_hate | non_hate [END]
这地方 | 在全国是出了名的 | non_hate | non_hate [END]
撑同 | 弱智 | LGBTQ | hate [END]
她 | 大发雷霆 | Sexism | hate [END]
国女 | 倒贴外国人 | Sexism, Racism | hate [END]
广西人 | 别跟我们抢了 | non_hate | non_hate [END]
极端 | 一身艾滋+X病 | Others | hate [END]
每个男人 | 在高龄光棍前绝不会以为内卷的会是自己 | Sexism | hate [SEP] 这种女人 | 直到四十岁还打光棍是时，没办法才病急乱投医 | Sexism | hate [END]
阿娜 | 想给阿娜上坟捏 | Sexism | hate [END]
黑人 | 不要害人 | Racism | hate [END]
姆蛆 | 找到的 | Sexism | hate [END]
形式 | 开始严峻了 | non_hate | non_hate [END]
吸血虫 | 依附你 | Racism | hate [END]
同性恋 | 恶心 | LGBTQ | hate [END]
你 | 尊重提问者说的话吧 | non_hate | non_hate [END]
女人 | 只需要征服男人就可以享受一切成果，多么轻而易举啊 | Sexism | hate [END]
哥布林和各种超级病毒 | 拒绝 | Racism | hate [END]
男同 | 骗婚 | LGBTQ | hate [END]
广西人 | 飘过 | non_hate | non_hate [END]
人家 | 不会跪着安排豪华宿舍、美女学伴、高额奖金😅 | non_hate | non_hate [END]
女司机 | 群嘲 | Sexism | hate [END]
非洲 | 贫乏 | non_hate | non_hate [END]
基佬 | 被碰一下直接发廊 | LGBTQ | hate [END]
地域黑 | 怎么也避免不了 | Region | hate [END]
河南小姐姐 | 人可好了 | non_hate | non_hate [END]
蛆 | 畸形 | Racism | hate [END]
你 | 凭什么假定他的性别 | non_hate | non_hate [END]
国男 | 你还会被甩 | Sexism | hate [END]
搞地域歧视的 | 非蠢即坏 | Region | hate [END]
我 | 河北滴 | non_hate | non_hate [END]
东北人 | 所作所为如实说出来 | non_hate | non_hate [END]
浙江 | 从13年的心寒被骂到现在还要被某些sb代表 | Region | hate [END]
基佬 | 被基佬删了 | LGBTQ | hate [END]
猩猩 | 这些都是猩猩 | Racism | hate [END]
女人 | 月收过万月支出500的穷人先路过一下 | Sexism | hate [END]
黑人 | 对黑人无感 | non_hate | non_hate [END]
企业和公司那些用人单位 | 更加不敢招女的 | Sexism | hate [END]
我们男人 | 什么时候才能站起来 | non_hate | non_hate [END]
美国内战 | 阴云 | non_hate | non_hate [END]
这个基佬 | 人面兽心 | LGBTQ | hate [END]
没有哪个省的人 | 应该被黑 | non_hate | non_hate [END]
single | 译意有很多 | non_hate | non_hate [END]
东北 | 以前原本就喜欢地域黑啊 | Region | hate [END]
吧友 | 能挖出更深层次的答案 | non_hate | non_hate [END]
我们 | 流氓 | LGBTQ | hate [SEP] 我们 | gay、xing冷淡 | LGBTQ | hate [END]
那个屌逼 | ** | non_hate | non_hate [END]
陕西人 | 看不起附近几个省份 | Region | hate [END]
女权吧 | 活了不到五分钟就被删帖了 | Sexism | hate [END]
你 | 快去自**吧 | non_hate | non_hate [END]
炼铜txl | 能不能④ | LGBTQ, Racism | hate [END]
幕刃 | 远离幕刃 | Sexism | hate [END]
王心凌 | 多好看 | non_hate | non_hate [END]
女性 | 接受高等教育比例超过男性 | non_hate | non_hate [END]
东北人 | 喷过扬州三屠和南京大屠杀是我们活该😅 | Region | hate [END]
男的 | 让男的花钱 | Sexism | hate [END]
他们 | 要求中国变成什么样？ | non_hate | non_hate [END]
某北 | 与天下为敌 | Region | hate [END]
你们 | 地域黑输出主力军 | Region | hate [END]
女权主义者 | 他们往往会在一段时间后后把自己伪装成正常人的样子 | Sexism | hate [END]
同性恋 | 也还是同性恋 | non_hate | non_hate [END]
男拳语录 | 黑大人发明的 | Racism | hate [END]
东北和四川 | 抗日时期特么最恨日本 | Region | hate [END]
他 | 天天钓鱼 | non_hate | non_hate [END]
她们 | 社死了 | Sexism | hate [END]
抖友 | 有的时候还真能处 | non_hate | non_hate [END]
女性 | 在这个世界上除了繁衍能力之外，对文明的推动几乎没有一点贡献 | Sexism | hate [SEP] 女性 | 如果女性仍旧对现在自身的地位不满，那女性的末日就会很快来到！ | Sexism | hate [END]
烂货 | 有老公，有小孩，喝酒抽烟出轨，乱搞男女关系 | Sexism | hate [END]
你 | 哑巴 | non_hate | non_hate [END]
普通大学 | 也这样搞？ | non_hate | non_hate [END]
我 | 也是去读书的😓 | non_hate | non_hate [END]
上海 | 被地域黑最严重 | Region | hate [END]
上海市区人 | 歧视市区以外的人（包括上海郊区） | Region | hate [END]
农业大省 | 人口较多，经济不太发达 | non_hate | non_hate [END]
幕刃 | 打弟弟要趁早 | Sexism | hate [END]
视频 | 好视频，有教育意义 | non_hate | non_hate [END]
黑龙江 | 男的不帅还太热衷艺考 | Region | hate [END]
南方人 | 比如说福建人浙江人四川人 用他们的方言骂你 你听不懂还以为人家在夸你 | Region | hate [END]
有些垃圾 | 真的恶心 | non_hate | non_hate [END]
真正聪明的男人 | 已经留下了种子还不用负责 | Sexism | hate [END]
跟黑人女性结婚的中国男性 | 应该去非洲吗？ | Racism | hate [END]
喜欢黑人的 | 很少 | non_hate | non_hate [SEP] 女生 | 都多多少少有点歧视黑人 | Sexism, Racism | hate [END]
中国 | 引进那么多 | non_hate | non_hate [END]
牠们 | 算人吗 | non_hate | non_hate [END]
男友 | 如何查男友手机，如何判断男友是否是处 | Sexism | hate [END]
中央台 | 一直被北京人和东北人霸占着来黑南方人 | Region | hate [END]
埃及文明 | 目前还没有任何一种观点是所有考古学家认同的 | non_hate | non_hate [SEP] 非洲黑人 | 如果经历过璀璨的文明的话，不至于落到现在的境地 | non_hate | non_hate [END]
这种脑残 | 大学孝长的坐上宾 | non_hate | non_hate [END]
南桐 | 吐了 | Region | hate [END]
None | 热情好客不代表可以反客为主 | non_hate | non_hate [END]
反默老哥 | 都转抖音了吗？ | Racism | hate [END]
你爸 | 哪里得罪了你 | non_hate | non_hate [END]
南方 | 也分为东南和西南 | non_hate | non_hate [END]
这些黑人 | 会要求政治权力 | Racism | hate [END]
小红书 | 狗汉奸带的 | Others | hate [END]
春晚 | 喜欢黑南方人娘娘腔 | Region | hate [END]
吾 | 物种骑士 | non_hate | non_hate [END]
哥 | 直的狠😆 | non_hate | non_hate [END]
死肥猪 | 去死啊 | non_hate | non_hate [END]
诈骗犯 | 给彩礼也不嫁 | Others | hate [END]
它 | 只有大量繁殖才能保证种族延续 | Racism | hate [END]
同性恋 | 过激 | LGBTQ | hate [SEP] 异性恋 | 过激 | LGBTQ | hate [END]
他 | 老私信追着我骂 | non_hate | non_hate [END]
None | 离开国家你什么都不是 | Sexism, Racism | hate [END]
我们 | 文明人 | non_hate | non_hate [END]
牠 | 不一定是亻 | non_hate | non_hate [END]
他们 | 还不愿意？ | non_hate | non_hate [END]
女性 | 提高家庭地位的方法：工资上缴 | Sexism | hate [END]
啥省份的 | 都有 | non_hate | non_hate [END]
黑人 | 不老实，脸皮厚 | Racism | hate [END]
安徽池州 | 才从五线变四线 | non_hate | non_hate [END]
这 | 网上的拳师 | Sexism | hate [END]
男同 | 生理反感 | LGBTQ, Sexism | hate [END]
河南 | 改成我们东北下面的河南 | Region | hate [END]
我 | 独家发明的整人招数 | non_hate | non_hate [END]
南非 | 社会问题极为严重的发展中国家 | Region | hate [END]
这次的俄乌战争 | 提供了案例 | non_hate | non_hate [END]
女性和幕刃 | 两种生物 | Sexism | hate [END]
人家 | 生意，要收钱的 | non_hate | non_hate [END]
极端女权 | 极端男拳 | Sexism | hate [END]
你 | 特意回来给你点了个赞同 | non_hate | non_hate [END]
国男 | 尽国男之物力 | Sexism | hate [END]
同性恋 | 都这么叼吗？ | LGBTQ | hate [END]
女权 | 涨价去库存不好用了 | Sexism | hate [END]
人家 | 能到越南做生意 | non_hate | non_hate [END]
龟男 | 真的可怕 | Sexism | hate [END]
不要脸的女人 | 女人 | Sexism | hate [END]
隔壁摆摊收豆子里 | 没出现过男性 | Sexism | hate [END]
我们 | 家暴男 | Sexism | hate [END]
美国 | 有种族歧视 | Region, Racism | hate [SEP] 中国 | 有地域歧视很正常 | Region | hate [END]
昭和时期的日本人 | 一刀刺过去 | Region | hate [END]
被骗去非洲的国女 | 以国女那爱炫耀爱攀比的人物性格，早就回来装逼了 | Sexism, Racism | hate [END]
小孩 | 贫血 | non_hate | non_hate [END]
女人 | 最好的年代 | Sexism | hate [END]
假和尚 | 在河南才多🤣🤣🤣🤣 | Region | hate [END]
混血儿 | 过去不是叫杂种么 | Racism | hate [END]
这鸡汤 | 好喝 | non_hate | non_hate [END]
回民和东北人 | 会被黑 | Region, Others | hate [END]
上海人 | 地域歧视严重吗 | Region | hate [END]
黑人 | 赶走 | Racism | hate [END]
嘿 | 反嘿文章 | Racism | hate [END]
外国媳妇 | 日韩越的还能接受，至少同人种 | Region, Racism | hate [END]
女性 | 进化视觉的人是4个原色 | Sexism | hate [END]
这种nt | 发言一度让我怀疑是友军反串 | non_hate | non_hate [END]
同 | 疯狂的爱上你 | LGBTQ | hate [END]
这 | 比批判严重多了 | non_hate | non_hate [END]
None | 如此双标的话不是÷生真说不出口 | Sexism | hate [END]
一堆丑男 | 自己下个blued看看 | Sexism | hate [END]
新疆切糕 | 把新疆人名声败坏了吧 | Region | hate [END]
我们同性恋 | 太正确了 | non_hate | non_hate [END]
沪黑 | 如此渺小了 | Region | hate [END]
黑同 | 棒垃圾当宝贝 | LGBTQ, Racism | hate [END]
None | 籒犬分子一脚踢爆 | Racism | hate [END]
当地黑人 | 威逼利诱 | Racism | hate [END]
我 | 这辈子没这么无语过😓😓😓 | non_hate | non_hate [END]
女权 | 已经疯了 | Sexism | hate [END]
同性恋 | 恶心 | LGBTQ | hate [END]
我对象 | 沈阳的 | non_hate | non_hate [END]
[END]
中国人 | 最能带给女人享受啊 | Sexism, Racism | hate [END]
黑 | 黑性旺盛，完全不讲道义，坏人一个 | Racism | hate [END]
你 | 倒是挺会装的 | non_hate | non_hate [END]
异性恋 | 敢组织love don’t is love活动吗 | non_hate | non_hate [END]
这种龟男 | 必须抵制 | Sexism | hate [END]
甘肃人 | 一辈子洗三次澡，出生结婚死亡 | Region | hate [END]
kuai | 增加kuai感的 | Sexism | hate [END]
它们 | 打到弹尽粮绝 | Racism | hate [END]
这货 | 下海吧 | non_hate | non_hate [END]
南满 | 黑河南、黑北方的 | Region | hate [END]
这司机 | 长得还行啊 | non_hate | non_hate [END]
你们 | dead fish girl | Sexism, Racism | hate [END]
普信女 | 教课书一样 | Sexism | hate [END]
嫁黑人的我 | 歧视 | Sexism, Racism | hate [END]
吧 | 没落了 | non_hate | non_hate [END]
我 | 怕性病艾滋病🤔 | non_hate | non_hate [END]
你 | 现在为什么住南昌呢？ | non_hate | non_hate [END]
他们 | 活该 | Racism | hate [END]
我 | 天生的改不了 | non_hate | non_hate [END]
None | 这么自信别匿名啊 | non_hate | non_hate [END]
黑人 | 有良心吗？ | Racism | hate [END]
Gay | 还会挑？ | LGBTQ | hate [END]
黑人 | 看不惯 | Racism | hate [END]
四川 | 经常被黑 | Region | hate [END]
她 | 有没有微博，小红书，豆瓣 | non_hate | non_hate [END]
十二生肖 | 没黑人 | Racism | hate [END]
吃肉 | 不要那么大声 | non_hate | non_hate [END]
女孩子 | 不一定爱 | Sexism | hate [SEP] 女孩子 | 不会爱 | Sexism | hate [END]
这种想和黑人在一起的女性 甚至生下z种的人 | 正常中国男人谁会去看 | Sexism, Racism | hate [END]
娘炮 | 真是笑大牙了 | Sexism | hate [END]
被黑 | 不完全是经济原因 | non_hate | non_hate [END]
炫耀找黑媳妇的 | 都基本上没见过什么世面 | Sexism, Racism | hate [END]
基佬 | 不搞女人的渣男 | LGBTQ | hate [END]
男同 | 属于后者 | LGBTQ | hate [END]
我 | 不管睡没睡过我都不会要 | non_hate | non_hate [END]
竖切社会 | 很扯淡 | Sexism | hate [END]
这女的 | 绝对不无辜 | non_hate | non_hate [END]
女拳 | 伞兵 | Sexism | hate [END]
txl和yxl | 双面人 | LGBTQ | hate [END]
学长 | 也打拳 | non_hate | non_hate [END]
女⭕️师 | 泥鸽 | Sexism, Others | hate [END]
垃圾小仙女 | 不配活着 | Sexism | hate [END]
女拳 | 没有逻辑的动物 | Sexism | hate [END]
抠脚大汉 | 搞反串 | Sexism | hate [END]
黑娃 | 等中国遍地都是黑娃的时候就没你什么事儿了 | Racism | hate [END]
异性恋 | 为什么来同性恋吧发反对同性恋的东西 | LGBTQ | hate [END]
我 | 怕 | non_hate | non_hate [END]
你 | 真不挑食 | non_hate | non_hate [END]
幕刃 | 求个中外哲学家评论幕刃的图 | Sexism | hate [END]
