condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CD,1.0,2.0,1.4325396825396826,1.0,answer_sum/gold/rank,1.0,252,1.0,2.0,1.0,2.0,defined,gold_size_0,hate
CD,0.0,2.0,1.1524390243902438,1.0,answer_sum/gold/rank,1.0,328,1.0,2.0,1.0,1.0,defined,gold_size_1,hate
CD,0.0,2.0,1.1587301587301588,1.0,answer_sum/gold/rank,1.0,63,1.0,2.0,1.0,1.0,defined,gold_size_2plus,hate
CLDnew,1.0,2.0,1.3763608087091757,1.0,answer_sum/gold/rank,1.0,643,1.0,2.0,1.0,2.0,defined,all,hate
CLDnew,1.0,2.0,1.515695067264574,2.0,answer_sum/gold/rank,1.0,223,1.0,2.0,1.0,2.0,defined,Lq_hit,hate
CLDnew,1.0,2.0,1.3023809523809524,1.0,answer_sum/gold/rank,1.0,420,1.0,2.0,1.0,2.0,defined,Lq_no_hit,hate
CLDnew,0.0,2.0,1.2063492063492063,1.0,answer_sum/gold/rank,1.0,252,1.0,2.0,1.0,1.0,defined,gold_size_0,hate
CLDnew,1.0,2.0,1.454268292682927,1.0,answer_sum/gold/rank,1.0,328,1.0,2.0,1.0,2.0,defined,gold_size_1,hate
CLDnew,1.0,2.0,1.6507936507936507,2.0,answer_sum/gold/rank,1.0,63,1.0,2.0,1.0,2.0,defined,gold_size_2plus,hate
CLnewNoCat,1.0,2.0,1.5241057542768273,2.0,answer_sum/gold/rank,1.0,643,1.0,2.0,1.0,2.0,defined,all,hate
CLnewNoCat,1.0,2.0,1.6591928251121075,2.0,answer_sum/gold/rank,1.0,223,1.0,2.0,1.0,2.0,defined,Lq_hit,hate
CLnewNoCat,1.0,2.0,1.4523809523809523,1.0,answer_sum/gold/rank,1.0,420,1.0,2.0,1.0,2.0,defined,Lq_no_hit,hate
CLnewNoCat,0.0,2.0,1.003968253968254,1.0,answer_sum/gold/rank,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CLnewNoCat,0.0,2.0,1.8628048780487805,2.0,answer_sum/gold/rank,1.0,328,1.0,2.0,2.0,2.0,defined,gold_size_1,hate
CLnewNoCat,0.0,2.0,1.8412698412698412,2.0,answer_sum/gold/rank,1.0,63,1.0,2.0,2.0,2.0,defined,gold_size_2plus,hate
CLDnewNoCat,1.0,2.0,1.3297045101088647,1.0,answer_sum/gold/rank,1.0,643,1.0,2.0,1.0,2.0,defined,all,hate
CLDnewNoCat,1.0,2.0,1.3856502242152466,1.0,answer_sum/gold/rank,1.0,223,1.0,2.0,1.0,2.0,defined,Lq_hit,hate
CLDnewNoCat,1.0,2.0,1.3,1.0,answer_sum/gold/rank,1.0,420,1.0,2.0,1.0,2.0,defined,Lq_no_hit,hate
CLDnewNoCat,0.0,2.0,1.246031746031746,1.0,answer_sum/gold/rank,1.0,252,1.0,2.0,1.0,1.0,defined,gold_size_0,hate
CLDnewNoCat,1.0,2.0,1.375,1.0,answer_sum/gold/rank,1.0,328,1.0,2.0,1.0,2.0,defined,gold_size_1,hate
CLDnewNoCat,1.0,2.0,1.4285714285714286,1.0,answer_sum/gold/rank,1.0,63,1.0,2.0,1.0,2.0,defined,gold_size_2plus,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
C0,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
CLnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
CD,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
CLDnew,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
CLnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,643,1.0,1.0,1.0,1.0,defined,all,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,223,1.0,1.0,1.0,1.0,defined,Lq_hit,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,420,1.0,1.0,1.0,1.0,defined,Lq_no_hit,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,252,1.0,1.0,1.0,1.0,defined,gold_size_0,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,328,1.0,1.0,1.0,1.0,defined,gold_size_1,hate
CLDnewNoCat,0.0,1.0,1.0,1.0,answer_sum/gold/tie_count,1.0,63,1.0,1.0,1.0,1.0,defined,gold_size_2plus,hate
C0,0.9913481523900204,0.9999999840711731,0.46101809374625946,0.17927054204002177,answer_sum/gold/mass,1.800777942650464e-07,643,3.1861549108271574e-05,0.9999988079650641,0.008330212232006832,0.9996783646220272,defined,all,hate
C0,0.2526669950445543,0.9999997703245095,0.22733726969743542,0.046248132923587607,answer_sum/gold/mass,1.818345759981158e-07,223,6.162392554302152e-06,0.9989118151634628,0.002574817562675232,0.25524181260722956,defined,Lq_hit,hate
C0,0.9835199406594892,0.9999999840711731,0.585091483657897,0.989730292928297,answer_sum/gold/mass,1.800777942650464e-07,420,6.640683876252484e-05,0.9999993934437144,0.016446999745481243,0.9999669404049705,defined,Lq_no_hit,hate
C0,0.0012799142350025106,0.9999999840711731,0.9915903966866135,0.9999012722282432,answer_sum/gold/mass,0.0529721555009394,252,0.9717543249165181,0.9999998170905707,0.9987152920899376,0.9999952063249401,defined,gold_size_0,hate
C0,0.09870198005260696,0.9999993862189865,0.10469927558809025,0.013975240837247611,answer_sum/gold/mass,1.800777942650464e-07,328,5.366040769049276e-06,0.6300045330051163,0.0011622674002580717,0.09986424745286503,defined,gold_size_1,hate
C0,0.27369166614606044,0.9976908664108753,0.19384907810991406,0.05880336317460192,answer_sum/gold/mass,1.9481691866515544e-05,63,0.0018572922030338642,0.8614021080323911,0.008723769633386738,0.28241543577944717,defined,gold_size_2plus,hate
CLnew,0.9978676273910388,0.9999999982217505,0.4837051199200072,0.3409110504172314,answer_sum/gold/mass,4.275818123147387e-09,643,1.0238620353516916e-06,0.9999999722588461,0.0021269252490350842,0.999994552640074,defined,all,hate
CLnew,0.6823038292148416,0.9999999124721256,0.3548990998777929,0.18695170564046062,answer_sum/gold/mass,4.275818123147387e-09,223,0.0002199219367109851,0.9985111911826097,0.023564348314206236,0.7058681775290478,defined,Lq_hit,hate
CLnew,0.9994687876001458,0.9999999982217505,0.5520949829424212,0.998945453585606,answer_sum/gold/mass,2.357489005047258e-08,420,3.698175121184422e-07,0.9999999816756543,0.0005309034367523996,0.9999996910368982,defined,Lq_no_hit,hate
CLnew,4.562061156798691e-05,0.9999999982217505,0.9949660830519784,0.9999990489992915,answer_sum/gold/mass,0.7802016519947415,252,0.9884724444218957,0.9999999861299383,0.9999543033077598,0.9999999239193278,defined,gold_size_0,hate
CLnew,0.1303077413383911,0.999995399026181,0.14725240956801833,0.0038029007064602728,answer_sum/gold/mass,4.275818123147387e-09,328,2.3387641359278032e-07,0.8515672236892228,7.202544748735409e-05,0.13037976678587845,defined,gold_size_1,hate
CLnew,0.2057672330791195,0.9572166048089781,0.19035156890724017,0.0744266459680182,answer_sum/gold/mass,5.664385616273194e-06,63,0.00025376593386992115,0.7065676801762849,0.011399786916438809,0.21716701999555832,defined,gold_size_2plus,hate
CD,0.5713858565532166,0.9999986513577014,0.7171299666375621,0.9395135466900163,answer_sum/gold/mass,7.836741996168849e-06,643,0.021102502266563666,0.9995744911016582,0.4139199739232444,0.985305830476461,defined,all,hate
CD,0.300092259550085,0.9981843699616605,0.7662114595861041,0.9452161736766654,answer_sum/gold/mass,7.836741996168849e-06,223,0.03460787977664436,0.9939628698693452,0.6815375549014626,0.9816298144515476,defined,Lq_hit,hate
CD,0.6906310170609941,0.9999986513577014,0.6910700310958362,0.9331699883643279,answer_sum/gold/mass,4.905666941487661e-05,420,0.017495441142334086,0.9998919638766703,0.2983926590245012,0.9890236760854952,defined,Lq_no_hit,hate
CD,0.902992871591835,0.9999986513577014,0.5896118605849241,0.8137662991540605,answer_sum/gold/mass,0.0014049266235544346,252,0.017324750553778117,0.999976716147936,0.08906442717345969,0.9920572987652947,defined,gold_size_0,hate
CD,0.20503598874955697,0.9996780334774825,0.8023547095572285,0.9527944319236934,answer_sum/gold/mass,7.836741996168849e-06,328,0.08200260674034197,0.9955270831389547,0.7798598869551596,0.9848958757047166,defined,gold_size_1,hate
CD,0.19455467696364215,0.9996249288074891,0.7834926181869936,0.9233232199534871,answer_sum/gold/mass,0.0019461021805986416,63,0.054381652081707026,0.9888777351487789,0.7782999898389673,0.9728546668026095,defined,gold_size_2plus,hate
CLDnew,0.7489786419301052,0.9999999328531747,0.6182977444634243,0.7559439752416216,answer_sum/gold/mass,4.244150636847594e-06,643,0.019058135180744742,0.9999835995599937,0.23229605022657476,0.98127469215668,defined,all,hate
CLDnew,0.749842559666152,0.998286079008743,0.5171828799913429,0.4776550455201116,answer_sum/gold/mass,4.259739209214188e-05,223,0.025136187970634744,0.9867056407307689,0.16532774730936578,0.9151703069755177,defined,Lq_hit,hate
CLDnew,0.6637796694122406,0.9999999328531747,0.6719849225045531,0.8587617354166917,answer_sum/gold/mass,4.244150636847594e-06,420,0.01472378104013348,0.9999967052524752,0.33022020484580755,0.9939998742580483,defined,Lq_no_hit,hate
CLDnew,0.3404883692148575,0.9999999328531747,0.7910546094411606,0.9855994189879842,answer_sum/gold/mass,0.005429013015881702,252,0.059222741873801735,0.9999990725961949,0.65919839483379,0.9996867640486474,defined,gold_size_0,hate
CLDnew,0.7642485066571016,0.9999017084512952,0.5282004751332674,0.5683253711584322,answer_sum/gold/mass,4.244150636847594e-06,328,0.006812109169846077,0.9851204494744074,0.14197314572351347,0.9062216523806151,defined,gold_size_1,hate
CLDnew,0.5631323455640842,0.9896798767135261,0.3963481312237726,0.30661787176530003,answer_sum/gold/mass,0.004593479879337202,63,0.023830363051173763,0.947958578813588,0.14083920756889773,0.703971553132982,defined,gold_size_2plus,hate
CLnewNoCat,0.9982593498817111,0.9999999981017231,0.48259975330239113,0.3497209652356507,answer_sum/gold/mass,1.0191435259363212e-08,643,1.1881301417939272e-06,0.9999999722698036,0.001736547938294432,0.9999958978200055,defined,all,hate
CLnewNoCat,0.6979121919009631,0.9999997574087867,0.3484502167831015,0.14900191575495408,answer_sum/gold/mass,1.0191435259363212e-08,223,0.00016600444671793644,0.998276894208345,0.01771076567768615,0.7156229575786492,defined,Lq_hit,hate
CLnewNoCat,0.9997586659386372,0.9999999981017231,0.5538267691209664,0.9995535025788238,answer_sum/gold/mass,1.1213081155253865e-08,420,5.686790572515187e-07,0.9999999805843766,0.0002409155256690182,0.9999995814643062,defined,Lq_no_hit,hate
CLnewNoCat,2.3773375282587494e-05,0.9999999981017231,0.9921572805328076,0.9999987568278339,answer_sum/gold/mass,0.4304802617993654,252,0.9871026060555761,0.9999999870151963,0.9999761460752127,0.9999999194504953,defined,gold_size_0,hate
CLnewNoCat,0.11807823193061373,0.9999966025810512,0.14657874628078613,0.0036043981552323096,answer_sum/gold/mass,1.0191435259363212e-08,328,2.150806126473868e-07,0.8386582491244905,3.337103507758456e-05,0.11811160296569131,defined,gold_size_1,hate
CLnewNoCat,0.28144493799686254,0.9690704673553734,0.19381234760431973,0.055588365659277716,answer_sum/gold/mass,8.550520170151064e-06,63,7.280131600578672e-05,0.8259387106401157,0.005730408811547499,0.28717534680841006,defined,gold_size_2plus,hate
CLDnewNoCat,0.6615070644068698,0.9999998943035632,0.6555062674134916,0.8061394244336795,answer_sum/gold/mass,5.900912576838603e-06,643,0.01973970959092745,0.9999871742554313,0.32161082995761403,0.9831178943644838,defined,all,hate
CLDnewNoCat,0.7100323252362878,0.998720122140696,0.5990565944739684,0.6822628821556461,answer_sum/gold/mass,0.00037741406920180066,223,0.03831674214941868,0.9897160437044539,0.2369140481295041,0.9469463733657919,defined,Lq_hit,hate
CLDnewNoCat,0.6287104841218636,0.9999998943035632,0.6854783556647147,0.8879398460588632,answer_sum/gold/mass,5.900912576838603e-06,420,0.00860941418268771,0.9999974431893638,0.3657832234908443,0.9944937076127078,defined,Lq_no_hit,hate
CLDnewNoCat,0.4587853796050173,0.9999998943035632,0.7531568754053172,0.9809917571617364,answer_sum/gold/mass,0.005429013015881702,252,0.036175134638827815,0.9999988748458237,0.5410492646519635,0.9998346442569808,defined,gold_size_0,hate
CLDnewNoCat,0.697214779626705,0.9999244628473217,0.602900437257972,0.7127190738232472,answer_sum/gold/mass,5.900912576838603e-06,328,0.004437542119433825,0.9894228258146955,0.25008796890979207,0.9473027485364971,defined,gold_size_1,hate
CLDnewNoCat,0.5836248278980432,0.9929415707466707,0.5387881575257203,0.5677751318399673,answer_sum/gold/mass,0.008899725705019191,63,0.0538853634613294,0.9745029873320524,0.24371576591016053,0.8273405938082037,defined,gold_size_2plus,hate
C0,4.787620675680098,15.529876889062185,2.870831066093003,1.7188592061241459,answer_sum/gold/nll,1.5928827019331612e-08,643,1.1920356463656507e-06,10.354113969600647,0.0003216872789780338,4.787942362959076,defined,all,hate
C0,4.596293259310194,15.520168486277951,4.025848658490633,3.073734185058289,answer_sum/gold/nll,2.2967551687529358e-07,223,0.001088779077997373,12.023592054136605,1.3658910508345112,5.962184310144705,defined,Lq_hit,hate
C0,4.10758463011017,15.529876889062185,2.257571725367595,0.010322879625111595,answer_sum/gold/nll,1.5928827019331612e-08,420,6.065564700852575e-07,9.62034286015715,3.306014151895531e-05,4.107617690251689,defined,Lq_no_hit,hate
C0,0.0012807403915315197,2.9379888713908926,0.016497217509841237,9.873264584807362e-05,answer_sum/gold/nll,1.5928827019331612e-08,252,1.829094460452717e-07,0.028652334824715898,4.793686551500783e-06,0.0012855340780830206,defined,gold_size_0,hate
C0,4.453561839772373,15.529876889062185,5.019503299974789,4.27050730881132,answer_sum/gold/nll,6.137812017936858e-07,328,0.46203170991050513,12.135581042019526,2.3039449453033787,6.757506785075752,defined,gold_size_1,hate
C0,3.4570897747166365,10.846035412057418,3.1014284808506356,2.8335562288662617,answer_sum/gold/nll,0.002311803749387331,63,0.14988365280762098,6.291336950250449,1.2849066979336883,4.7419964726503245,defined,gold_size_2plus,hate
CLnew,6.153803738987831,19.270290379031678,3.4952959738975,1.0761336849420247,answer_sum/gold/nll,1.778249546031221e-09,643,2.7741154366315918e-08,13.79197642669459,5.4473748352984445e-06,6.1538091863626665,defined,all,hate
CLnew,3.4000478096615474,19.270290379031678,2.655715896554028,1.6769049540892098,answer_sum/gold/nll,8.752787822278335e-08,223,0.00148992949817676,8.424453955032366,0.34832999986964885,3.7483778095311964,defined,Lq_hit,hate
CLnew,7.541149631998045,17.563083672256532,3.9410730149632,0.0010551067524711517,answer_sum/gold/nll,1.778249546031221e-09,420,1.8324345861552286e-08,14.810290706426466,3.089631494945918e-07,7.541149940961194,defined,Lq_no_hit,hate
CLnew,4.562166342606184e-05,0.24820286451276918,0.005425259600074149,9.510011608138477e-07,answer_sum/gold/nll,1.778249546031221e-09,252,1.3870061825033673e-08,0.011596079976097313,7.60806751395871e-08,4.5697744101201425e-05,defined,gold_size_0,hate
CLnew,7.502659103040011,19.270290379031678,6.231450860686555,5.57206271463762,answer_sum/gold/nll,4.600984403568199e-06,328,0.16067731903754454,15.270122380482883,2.037307029012667,9.539966132052678,defined,gold_size_1,hate
CLnew,2.945619394280938,12.08131212192119,3.209401007804506,2.597941256530179,answer_sum/gold/nll,0.04372557582615145,63,0.34734713864845795,8.35022519578531,1.5292420337967978,4.474861428077736,defined,gold_size_2plus,hate
CD,0.8673257963858884,11.756687371684812,0.7788912839592695,0.06239304119050939,answer_sum/gold/nll,1.3486432080740312e-06,643,0.00042559946588567095,3.8583652394112415,0.014803198902263523,0.8821289952881519,defined,all,hate
CD,0.3648770975024258,11.756687371684812,0.6145622979282866,0.05634162243547611,answer_sum/gold/nll,0.001817280292360559,223,0.006055432479307004,3.3636751279551818,0.01854102503180882,0.38341812253423463,defined,Lq_hit,hate
CD,1.198364496780676,9.922534409435233,0.8661421503519104,0.06917196396237632,answer_sum/gold/nll,1.3486432080740312e-06,420,0.00010804198669902257,4.045829277636095,0.011037010660568083,1.209401507441244,defined,Lq_no_hit,hate
